files,time.usec,c_tp.fps,i_tp.fps
10000,600859,16642.839668,16642.839668
20000,600861,33285.568542,33285.568542
30000,601114,49907.338708,49907.338708
40000,702509,56938.772315,56938.772315
50000,1245932,40130.601028,62008.485861
60000,1262222,47535.219636,60481.340750
70000,1280259,54676.436565,58897.584463
80000,1548793,51653.126015,47265.456986
90000,2765867,32539.525581,26316.914868
100000,2789138,35853.371185,26196.594967
110000,2791178,39409.883569,26473.953931
120000,3023247,39692.423411,27128.686280
130000,4197047,30974.158736,27948.965190
140000,4218192,33189.57506,27990.544794
150000,4242383,35357.486582,27563.300843
160000,4507436,35496.898902,26950.745491
170000,5946044,28590.437609,22870.250778
180000,5971877,30141.27719,22809.113381
190000,5974299,31802.894365,23095.808342
200000,6217496,32167.290498,23390.992129
210000,7608165,27601.925037,24065.636617
220000,7641016,28791.982637,23964.451133
230000,7668841,29991.494151,23605.198337
240000,7923540,30289.491818,23446.054146
250000,9298671,26885.562464,23661.554588
260000,9326582,27877.308107,23730.901074
270000,9376318,28795.951673,23426.377046
280000,9643109,29036.278652,23261.642888
290000,11140633,26030.836847,21715.974597
300000,11185213,26821.125355,21521.216422
310000,11221978,27624.363548,21672.464051
320000,11412578,28039.238812,22605.651752
330000,12820508,25740.009678,23811.295483
340000,12865666,26426.925742,23803.105472
350000,12878923,27176.185462,24140.813364
360000,13025362,27638.387325,24801.833352
370000,14215668,26027.619666,28670.546747
380000,14255713,26655.979957,28776.005416
390000,14273667,27323.041794,28679.098100
400000,14403947,27770.166052,29015.258399
410000,15476380,26491.983267,31728.102850
420000,15479177,27133.225494,32694.055567
430000,15696643,27394.392546,28110.101646
440000,15834006,27788.293121,27970.873929
450000,17335076,25958.928591,21520.463809
460000,17358084,26500.620691,21288.972791
470000,17589833,26719.980798,21128.360070
480000,17776753,27001.556471,20589.402532
490000,19323214,25358.100366,20119.327733
500000,19332471,25863.222554,20259.452681
510000,19536763,26104.631561,20545.165979
520000,19718410,26371.294643,20600.960932
530000,21275935,24910.773604,20484.237123
540000,21281530,25374.115489,20522.724043
550000,21507281,25572.735112,20299.230964
560000,21682294,25827.525445,20367.801764
570000,23210676,24557.664757,20674.601923
580000,23217301,24981.370574,20663.601221
590000,23445661,25164.570963,20635.788648
600000,23603393,25420.074139,20821.415242
610000,25237859,24170.037561,19731.815036
620000,25261165,24543.602799,19570.773789
630000,25510376,24695.83357,19373.133822
640000,25673536,24928.393191,19322.336669
650000,27297098,23812.05504,19424.651534
660000,27299914,24175.900334,19619.874737
670000,27532666,24334.730244,19779.556839
680000,27704425,24544.815494,19695.808092
690000,29262366,23579.774786,20353.458154
700000,29262430,23921.458334,20381.999433
710000,29513631,24056.680793,20192.179064
720000,29701801,24240.954277,20026.274472
730000,31284175,23334.481411,19784.262509
740000,31298457,23643.338073,19646.104890
750000,31514015,23798.935172,19996.160737
760000,31674664,23993.940393,20275.102731
770000,33258906,23151.693564,20255.923465
780000,33280614,23437.067597,20180.036193
790000,33420781,23637.987395,20977.928073
800000,33580305,23823.488202,20990.312446
810000,35264254,22969.435281,19946.662624
820000,35277641,23244.18461,20029.774259
830000,35451048,23412.56597,19701.842171
840000,35623289,23580.079874,19579.203753
850000,37205983,22845.788001,20600.197041
860000,37335986,23034.077632,19433.088234
870000,37565927,23159.284742,18913.611606
880000,37727107,23325.403668,19013.051509
890000,39416130,22579.58861,18098.343685
900000,39434011,22822.938301,19065.549743
910000,39771712,22880.584069,18134.133653
920000,39879188,23069.677346,18586.661004
930000,41527331,22394.889765,18946.561696
940000,41528050,22635.303126,19101.840988
950000,41694187,22784.950813,20806.512438
960000,41843319,22942.730714,20365.240404
970000,43761968,22165.365141,17899.998971
980000,43764209,22392.727354,17887.815670
990000,44030995,22484.161441,17117.366938
1000000,44203648,22622.56726,16946.790045
1010000,46022761,21945.66293,17692.906869
1020000,46059423,22145.305641,17427.568845
1030000,46296318,22247.98957,17657.526101
1040000,46599011,22318.070227,16698.930392
1050000,48277784,21749.134136,17738.178280
1060000,48281503,21954.577512,18001.152074
1070000,48518445,22053.468531,18000.771333
1080000,48697089,22177.917041,19065.068124
1090000,50175958,21723.551347,21072.883729
1100000,50201215,21911.820262,20836.458802
1110000,50543043,21961.479446,19757.008552
1120000,50673657,22102.213779,20237.097838
1130000,52194264,21649.888578,19818.600351
1140000,52196142,21840.694663,20050.859004
1150000,52612699,21857.840823,19326.883308
1160000,52749012,21990.933214,19273.810987
1170000,54479492,21475.971178,17503.723917
1180000,54511021,21646.998687,17279.520873
1190000,54651334,21774.399871,19620.971876
1200000,54832995,21884.633513,19194.014539
1210000,56608443,21374.903387,18788.595886
1220000,56616766,21548.387275,18995.652370
1230000,56991224,21582.270281,17094.820697
1240000,57150547,21697.08017,17259.591155
1250000,58699768,21294.803073,19126.630246
1260000,58731017,21453.740534,18919.229552
1270000,59631558,21297.447905,15149.598498
1280000,60012531,21328.878797,13976.318526
1290000,62282702,20712.010857,11164.034838
1300000,62292656,20869.233766,11230.784479
1310000,62456999,20974.430744,14157.082027
1320000,62659267,21066.317293,15112.954220
1330000,64675468,20564.211456,16717.054656
1340000,64686835,20715.188802,16707.188560
1350000,64922489,20794.027167,16223.955481
1360000,65193159,20861.08452,15785.992457
1370000,66896514,20479.392992,18009.532446
1380000,66899260,20628.030863,18079.708917
1390000,67196783,20685.514067,17587.875622
1400000,67413929,20767.221563,18011.770692
1410000,69306576,20344.389831,16597.083395
1420000,69307076,20488.528473,16612.565080
1430000,69522269,20568.948922,17200.705573
1440000,69747346,20645.946872,17142.242471
1450000,71671591,20231.168023,16913.211967
1460000,71680046,20368.2905,16856.513146
1470000,71903985,20443.929498,16794.613632
1480000,72306350,20468.465079,15631.081468
1490000,73990401,20137.747328,17250.227487
1500000,74000109,20270.240413,17240.911130
1510000,74259939,20333.978459,16978.260187
1520000,74507516,20400.626428,18172.186923
1530000,76266351,20061.271845,17575.078539
1540000,76308267,20181.299622,17329.836172
1550000,76456946,20272.847414,18206.587416
1560000,76694296,20340.495726,18291.734880
1570000,78537849,19990.36159,17609.524640
1580000,78552388,20113.965218,17824.350826
1590000,78737364,20193.716417,17540.643864
1600000,79171899,20209.190637,16144.636570
1610000,80806491,19924.141985,17631.693321
1620000,80816726,20045.355463,17665.207226
1630000,81209616,20071.514684,16179.580399
1640000,81400437,20147.311986,17948.987184
1650000,83210098,19829.32408,16641.655645
1660000,83217086,19947.82658,16664.167042
1670000,83431299,20016.468879,18004.368760
1680000,83686350,20074.958461,17498.478726
1690000,85437944,19780.438537,17954.562389
1700000,85447019,19895.369317,17937.758668
1710000,85654264,19963.979843,17993.985510
1720000,85918605,20018.947002,17919.099744
1730000,87881223,19685.661407,16371.441821
1740000,87890460,19797.3705,16370.356395
1750000,88245010,19831.149659,15439.568371
1760000,88440167,19900.459935,15863.183217
1770000,91703517,19301.331704,10464.919758
1780000,91815300,19386.747089,10191.498252
1790000,92091469,19437.196729,10399.174929
1800000,92268666,19508.247795,10447.958848
1810000,94025036,19250.192045,17230.098052
1820000,94042916,19352.866515,17956.416187
1830000,94182672,19430.325782,19127.746087
1840000,94573370,19455.793951,17355.807948
1850000,96107790,19249.220068,19205.340621
1860000,96125672,19349.66967,19205.322179
1870000,96487473,19380.754225,17355.077510
1880000,96657294,19450.161723,19194.557959
1890000,98546696,19178.72518,16400.796095
