files c_tp.fps
10000 30876.490949
20000 29250.842059
30000 27810.274599
40000 23078.685046
50000 28710.881424
60000 32247.939357
70000 37551.552918
80000 28925.445027
90000 32390.459066
100000 33763.993065
110000 37032.473439
120000 30327.054538
130000 32732.391799
140000 33528.998992
150000 35837.070343
160000 30967.296406
170000 32796.468013
180000 33577.810887
190000 35404.397412
200000 29765.324231
210000 31206.30189
220000 31137.207236
230000 32521.212668
240000 27692.022251
250000 28805.915306
260000 29013.336761
270000 30069.671429
280000 26505.234642
290000 27414.625892
300000 27608.031839
310000 28495.45208
320000 25413.666994
330000 26180.461125
340000 26324.664879
350000 27082.228765
360000 24781.594985
370000 25422.525815
380000 25609.318126
390000 26256.639395
400000 24283.051996
410000 24856.615221
420000 25019.305075
430000 25609.045639
440000 23927.960741
450000 24459.982029
460000 24619.402765
470000 25151.185381
480000 23653.269094
490000 24132.768049
500000 24247.146705
510000 24730.67327
520000 23375.844104
530000 23791.610629
540000 23931.534539
550000 24374.703543
560000 23159.922449
570000 23562.381591
580000 23695.926356
590000 24100.094309
600000 23026.049677
610000 23386.325341
620000 23410.40517
630000 23783.93765
640000 22857.858798
650000 23204.847143
660000 23298.961364
670000 23651.218656
680000 22550.660806
690000 22859.164686
700000 22846.412317
710000 23167.943476
720000 22137.335788
730000 22430.729682
740000 22487.477894
750000 22788.441046
760000 21836.993395
770000 22101.919529
780000 22156.951378
790000 22436.484655
800000 21497.772952
810000 21749.845415
820000 21867.376336
830000 22128.062134
840000 21233.704522
850000 21476.044496
860000 21507.15812
870000 21670.180059
880000 20804.034318
890000 21035.459877
900000 21145.780846
910000 21361.447189
920000 20405.329695
930000 20528.451794
940000 20651.783468
950000 20858.3249
960000 20015.742799
970000 20220.547386
980000 20258.02439
990000 20445.320982
1000000 19650.754992
1010000 19839.137204
1020000 19955.825628
1030000 20134.31189
1040000 19372.157322
1050000 19551.176125
1060000 19630.675145
1070000 19801.41659
1080000 19122.727523
1090000 19299.219832
1100000 19419.07176
1110000 19589.705444
1120000 18985.844985
1130000 19147.64155
1140000 18969.120169
1150000 19131.290996
1160000 18492.821939
1170000 18649.51379
1180000 18717.644351
1190000 18872.050227
1200000 18409.173991
1210000 18561.829169
1220000 18610.538706
1230000 18756.684356
1240000 18368.15313
1250000 18511.631369
1260000 18573.13949
1270000 18713.324555
1280000 18302.243041
1290000 18442.402967
1300000 18496.393459
1310000 18632.95155
1320000 18128.184724
1330000 18263.856228
1340000 18273.432544
1350000 18406.853556
1360000 17978.496766
1370000 18110.306626
1380000 18158.556091
1390000 18281.940562
1400000 17805.542441
1410000 17927.093714
1420000 17983.835495
1430000 18099.2284
1440000 17691.187061
1450000 17809.643966
1460000 17868.034797
1470000 17981.192553
1480000 17628.020491
1490000 17745.39916
1500000 17679.510918
1510000 17740.576194
1520000 17505.891423
1530000 17619.080455
1540000 17642.524735
1550000 17750.259709
1560000 17451.27877
1570000 17562.369315
1580000 17613.175886
1590000 17708.62075
1600000 17356.606793
1610000 17463.466428
1620000 17487.716768
1630000 17591.770574
1640000 17237.356656
1650000 17341.904004
1660000 17408.839764
1670000 17493.812533
1680000 17162.118819
1690000 17259.439213
1700000 17315.474085
1710000 17404.332152
1720000 17067.366423
1730000 17165.960115
1740000 17225.016057
1750000 17306.638124
1760000 17006.334212
1770000 17102.175168
1780000 17144.785119
1790000 17216.239654
1800000 16896.427574
1810000 16959.95854
1820000 16991.130984
1830000 17030.892625
1840000 16801.437633
1850000 16888.895778
1860000 16911.820938
1870000 16992.252305
1880000 16692.353802
1890000 16765.222223
1900000 16805.590672
1910000 16869.025197
1920000 16557.315943
1930000 16619.318544
1940000 16664.092895
1950000 16725.597379
1960000 16379.245724
1970000 16457.822607
1980000 16513.061419
1990000 16551.805454
2000000 16018.173066
2010000 16093.764288
2020000 16132.655021
2030000 16199.895539
2040000 16008.467538
2050000 16081.517637
2060000 16127.967499
2070000 16188.085091
2080000 15626.695318
2090000 15644.743652
2100000 15654.17757
2110000 15666.762177
2120000 15583.09253
2130000 15649.297394
2140000 15672.472969
2150000 15717.472309
2160000 15594.453304
2170000 15658.546587
2180000 15670.90997
2190000 15701.939616
2200000 15454.919163
2210000 15519.275484
2220000 15524.625451
2230000 15535.859414
2240000 15307.83011
2250000 15351.477606
2260000 15387.655835
2270000 15402.257677
2280000 15175.829153
2290000 15241.369955
2300000 15278.229851
2310000 15278.761196
2320000 15101.421865
2330000 15165.030845
2340000 15175.008509
2350000 15167.671411
2360000 14967.99766
2370000 15029.323065
2380000 15038.51224
2390000 15024.682977
2400000 14850.339669
2410000 14911.378399
2420000 14944.50817
2430000 14942.143191
2440000 14757.855318
2450000 14816.417452
2460000 14821.009738
2470000 14831.862672
2480000 14564.856557
2490000 14615.824806
2500000 14653.027847
2510000 14650.529737
2520000 14396.483638
2530000 14449.859798
2540000 14473.768261
2550000 14436.182086
2560000 14267.190027
2570000 14305.715648
2580000 14312.422328
2590000 14354.301243
2600000 14019.799213
2610000 14023.854383
2620000 14036.397633
2630000 14077.058557
2640000 14029.011017
2650000 14061.632357
2660000 14080.589066
2670000 14122.590283
2680000 14066.218002
2690000 14098.650796
2700000 14111.289268
2710000 14149.297973
2720000 13932.770642
2730000 13895.990082
2740000 13898.138605
2750000 13938.075937
2760000 13841.592116
2770000 13844.168352
2780000 13862.130323
2790000 13907.525582
2800000 13826.101722
2810000 13806.495257
2820000 13836.279068
2830000 13864.634964
2840000 13731.664221
2850000 13706.540006
2860000 13735.779968
2870000 13768.540689
2880000 13620.539433
2890000 13541.521909
2900000 13580.848321
2910000 13489.333629
2920000 13453.625516
