fs,  size.MB, time.s, throughput.fps
ext4, 12, 1.738514
ext4, 13, 1.735393
ext4, 14, 1.734791
ext4, 15, 1.743546
ext4, 16, 1.734686
ext4, 17, 1.767633
ext4, 18, 1.758643
ext4, 19, 1.732447
ext4, 20, 1.772026
ext4, 21, 1.741350
ext4, 22, 1.734296
ext4, 23, 1.740699
ext4, 24, 1.762759
ext4, 25, 1.749682
ext4, 26, 1.773363

