files,time.usec,c_tp.fps,i_tp.fps
2110000,4088570611,516.07278,168.381437
2120000,4165601443,508.93011,127.164593
2130000,4335038919,491.34507,161.246191
2140000,4417201738,484.469609,121.716279
2150000,4418066810,486.638182,121.397455
2160000,4418130733,488.894542,158.397467
2170000,4663052977,465.360357,121.945993
2180000,4663225827,467.487546,162.585705
2190000,4747996182,461.247212,121.238069
2200000,4748024719,463.350578,121.251074
2210000,4929242581,448.344743,150.268829
2220000,4930837965,450.227733,149.470051
2230000,4930872314,452.252636,218.727286
2240000,4931013850,454.267635,218.592218
2250000,4957653085,453.843777,1407.929968
2260000,4976114951,454.169572,883.451032
2270000,4978697976,455.9425,836.371068
2280000,4986807989,457.206294,716.921181
2290000,5055949499,452.931739,406.932444
2300000,5056954656,454.819186,494.806358
2310000,5057585968,456.739641,507.048018
2320000,5089954737,455.799731,387.797005
2330000,5092715173,457.51626,1087.971351
2340000,5093288431,459.428134,1100.904049
2350000,5094692885,461.26431,1077.966138
2360000,5095884775,463.118792,6745.319339
2370000,5096958892,464.98315,9425.694774
2380000,5122848675,464.585263,1353.168803
2390000,5123017390,466.521938,1412.204732
2400000,5124304650,468.356229,1407.465726
2410000,5221640097,461.54081,320.818202
2420000,5262724919,459.837829,285.967072
2430000,5263925439,461.632679,283.873067
2440000,5266412864,463.313466,281.475637
2450000,5271001384,464.807315,810.351643
2460000,5319004801,462.492532,710.733544
2470000,5328361043,463.557176,620.774813
2480000,5342326972,464.217187,526.911282
2490000,5403179020,460.839811,302.623055
2500000,5416804991,461.526676,408.997160
2510000,5417669091,463.298876,447.887966
2520000,5420224787,464.925367,513.493222
2530000,5423280649,466.507298,1989.888481
2540000,5510112902,460.970591,428.688196
2550000,5560441972,458.596639,280.165251
2560000,5560572354,460.384262,285.006722
2570000,5579907882,460.58108,255.383430
2580000,5598700708,460.821204,451.529413
2590000,5627472767,460.242121,596.740647
2600000,5671127202,458.462649,361.811361
2610000,5673332859,460.047042,428.151029
2620000,5748376780,455.78084,267.243785
2630000,5750460774,457.354654,325.234964
2640000,5758940696,458.41764,455.510858
2650000,5812248408,455.933713,287.944728
2660000,5894656849,451.256124,273.448053
2670000,5929600798,450.283264,223.289018
2680000,5938292767,451.308163,223.025024
2690000,5957548729,451.52799,275.291890
2700000,6052064668,446.128743,254.116983
2710000,6065476887,446.79092,294.385865
2720000,6068204833,448.238,307.900576
2730000,6167760746,442.624173,190.284079
2740000,6214692825,440.890657,245.959868
2750000,6244076696,440.417396,223.964405
2760000,6251712728,441.479019,217.974273
2770000,6316043014,438.565728,269.755788
2780000,6420153062,433.011483,194.684872
2790000,6437000773,433.431671,207.335448
2800000,6441524817,434.679688,210.734734
2810000,6510204935,431.630037,206.013619
2820000,6685596561,421.802299,150.691202
2830000,6700120948,422.380435,152.021790
2840000,6701088738,423.811728,154.104622
2850000,6747326970,422.38949,168.689510
2860000,6871736766,416.197549,214.891780
2870000,6888916702,416.611221,211.869172
2880000,6914044635,416.543449,187.832319
2890000,6985580858,413.709333,167.888131
2900000,7127372681,406.882049,156.472536
2910000,7168780809,405.926765,142.926510
2920000,7187144761,406.28095,146.466428
2930000,7263970111,403.360691,143.683708
2940000,7448712722,394.699072,124.478729
2950000,7477540778,394.514733,129.550473
2960000,7513724769,393.945758,122.481472
