files,time.usec,c_tp.fps,i_tp.fps
2660000,381030615,6981.066338,7725.273813
2670000,381154893,7005.026169,7795.512786
2680000,381577103,7023.482224,7482.131734
2690000,387141351,6948.366515,6489.528497
2700000,387197095,6973.192813,6486.682840
2710000,387435678,6994.709455,6368.630673
2720000,387763562,7014.583799,6465.734275
2730000,393343146,6940.504818,6449.745598
2740000,393399373,6964.9323,6449.243326
2750000,393542040,6987.817617,6550.545153
2760000,393660887,7011.110555,6782.736241
2770000,399615641,6931.660615,6377.047730
2780000,399629838,6956.437522,6420.066560
2790000,399716774,6979.942253,6478.011846
2800000,399917198,7001.449335,6393.544055
2810000,405610084,6927.83565,6672.846835
2820000,405643316,6951.920292,6651.724676
2830000,405753548,6974.677151,6626.055572
2840000,406001887,6995.04138,6573.877482
2850000,411349215,6928.419688,6969.696283
2860000,411584618,6948.753367,6732.531018
2870000,411636413,6972.172309,6799.408112
2880000,412006097,6990.187818,6661.992169
2890000,417300849,6925.459191,6720.843385
2900000,417561411,6945.086216,6692.552344
2910000,417861090,6964.036781,6426.036243
2920000,419152323,6966.441171,5597.360061
2930000,424208040,6906.988373,5791.066151
2940000,424362167,6928.044554,5881.699035
2950000,424623967,6947.323348,5914.642540
2960000,425160062,6962.083847,6658.078855
