#files c_throughput i_throughput
1850000 11800.082116 11623.8048506029
1860000 11833.741731 11219.2805654921
1870000 11888.4337 11362.3193919488
1880000 11942.601089 12088.9346311429
1890000 11826.285087 13179.8799523654
1900000 11861.24607 13298.5045682975
1910000 11897.374765 12330.9275427144
1920000 11948.834791 12249.3440105017
1930000 11823.208241 11679.6301028125
1940000 11864.585619 12025.4096688824
1950000 11898.871455 11970.7793401879
1960000 11948.660386 11940.294929089
1970000 11799.488336 10758.1048273594
1980000 11840.078712 10761.954457467
1990000 11891.545898 11545.0444076457
2000000 11941.645525 11607.7250534054
2010000 11852.854419 15249.6384396422
2020000 11864.208449 13195.3495634776
2030000 11922.593916 13702.4593669464
2040000 11970.190002 13595.019325757
2050000 11848.432516 11630.402112871
2060000 11861.103052 11706.3668726305
2070000 11918.663791 11722.5563879777
2080000 11967.070396 11810.0983234763
2090000 11879.722797 13739.2644782236
2100000 11885.291453 13280.0140746879
2110000 11941.759056 13272.7212121038
2120000 11982.93535 12870.1702285777
2130000 11867.629398 11268.2722343215
2140000 11894.643253 12407.1710782355
2150000 11929.590315 11321.0537753816
2160000 11985.074587 12099.5575987808
2170000 11887.854712 13074.3650181341
2180000 11875.649637 10940.963931873
2190000 11921.646562 11509.6983586855
2200000 11962.108174 10840.37282035
2210000 11892.899052 12173.1212616931
2220000 11901.696299 13517.4956900916
2230000 11945.317892 13402.2836553861
2240000 11998.518119 14411.0336589515
2250000 11871.447796 10795.6152605171
2260000 11892.253301 11390.6697592556
2270000 11934.698106 11371.1050952395
2280000 11987.131751 11382.2456765185
2290000 11889.111369 12975.0531502432
2300000 11902.052032 12483.1906489954
2310000 11953.594593 13133.705352552
2320000 11982.942921 11748.9242989617
2330000 11895.057575 12245.6876996097
2340000 11907.243489 12213.5651546618
2350000 11957.971546 12216.2956208629
2360000 11981.418566 11893.6646889537
2370000 11908.892091 12774.3205253697
2380000 11893.473219 11139.8302361006
2390000 11932.177265 10590.1100830885
2400000 11951.541221 10418.6934297494
2410000 11905.545845 11710.5823276882
2420000 11913.040319 13205.7394459511
2430000 11962.099108 14070.2881089745
2440000 11978.199794 13828.9777248623
2450000 11895.020761 11293.4852124263
2460000 11923.617192 12600.4412812523
2470000 11964.302706 12099.7113110319
2480000 11971.867868 11597.8839961759
2490000 11912.525094 13092.6083014443
2500000 11940.984255 13115.85496423
2510000 11988.739946 13719.0583488269
2520000 11974.95996 12169.8398586723
2530000 11910.925411 11812.1839253032
2540000 11936.544801 11665.4806469995
2550000 11976.195944 11238.3290125401
2560000 11977.787922 12158.6829299906
2570000 11925.169423 12900.9910270993
2580000 11928.467974 11437.0512408932
2590000 11974.432285 11863.0611402192
2600000 11975.308425 11818.7279245018
2610000 11931.196929 12331.6650456563
2620000 11950.970478 13606.5667936091
2630000 11996.348202 13609.1267843336
2640000 11990.378539 13058.5424261743
2650000 11924.89419 11527.5535618842
2660000 11956.322045 12317.6031951738
2670000 11994.570691 11878.8440963882
2680000 11994.009547 12238.6175205328
2690000 11948.476482 13749.9051186675
2700000 11974.419181 13314.5952546631
2710000 12010.387416 13169.5784084667
2720000 11994.652607 12037.8952738162
2730000 11943.510503 11618.7639406627
2740000 11973.096784 11884.5052386429
2750000 12010.249905 12000.9408623731
2760000 12007.40575 12943.1994367166
2770000 11954.955145 12791.5105412986
2780000 11989.065282 13194.4920228516
2790000 12024.018818 13052.8025357446
2800000 11996.599238 11295.1785897405
2810000 11959.906936 12313.0911025464
2820000 11986.300016 11797.1898131003
2830000 12028.785504 12370.8521467626
2840000 12020.047899 13925.3510689253
2850000 11949.365732 11252.6380045311
2860000 11984.416722 11853.1197327941
2870000 12014.701557 11095.5680727561
2880000 12017.125004 11813.1711756129
2890000 11973.356026 13971.9931460428
2900000 12008.412895 14014.8177969434
2910000 12034.271571 13626.8279953028
2920000 12028.745918 12928.9377083176
2930000 11955.378789 10785.3923027835
2940000 11996.055942 11163.2310399203
2950000 12016.31462 10839.6295876224
2960000 12025.654068 11804.163047326
2970000 11969.071436 13065.1621666674
2980000 12001.803815 12439.9035951442
2990000 12041.984334 14293.96389541
3000000 12014.865464 11266.8819765212
3010000 11967.841622 11877.2286140003
3020000 12007.447353 12443.3593755744
3030000 12041.036999 11970.643231487
3040000 12030.534795 13334.8446193613
3050000 11949.806238 10732.7086426094
3060000 11988.888792 10736.0761104837
3070000 12017.658269 10476.7826117271
3080000 12024.622836 11591.7031612085
3090000 11975.212658 14292.1865115912
3100000 12007.762127 13651.8398166183
3110000 12040.059562 14050.1337072688
3120000 12034.268505 12826.514929021
3130000 11975.112365 11967.369804861
3140000 12006.45998 11906.3954993114
3150000 12044.495532 12399.6942075704
3160000 12037.578837 12301.5188254732
3170000 11981.395999 12494.4126671484
3180000 12019.171486 13108.6253327597
3190000 12056.884684 13119.6191268982
3200000 12028.815509 11374.6394397332
3210000 11984.387188 12226.2840218666
3220000 12016.18075 11783.0874573936
3230000 12053.45562 11786.1289047639
3240000 12044.192999 13416.2906981902
3250000 11968.230836 10799.8358839262
3260000 12004.989141 11167.6816403146
3270000 12041.725706 11164.3994018551
3280000 12039.797109 11694.0805280554
3290000 11989.40469 14002.1458282455
3300000 12025.591114 13981.0277549054
3310000 12055.906919 13340.2347153203
3320000 12060.177408 14004.0037002542
3330000 11992.91247 12288.6279297243
3340000 12017.152564 11359.5314311512
3350000 12047.348568 11378.9138196
3360000 12051.645908 11383.2757549827
3370000 12000.396391 12657.983511061
3380000 12020.057037 12267.6356428112
3390000 12055.454236 12775.3242489736
3400000 12034.202179 10729.6597620743
3410000 12008.142774 12698.7552783065
3420000 12026.927827 12637.3242562877
3430000 12050.975345 11683.113111858
3440000 12054.876151 14116.1839977442
3450000 12018.309592 12953.2463134274
3460000 12033.093497 12584.7068757334
3470000 12031.186945 10546.2120525912
3480000 12036.8529 10665.4977055529
3490000 12019.281849 12103.7350673182
3500000 12035.174193 12217.9188485928
3510000 12052.312103 14218.021264058
3520000 12049.915419 13306.1976106976
3530000 12015.026966 11655.0387694368
3540000 12035.056038 12024.7264504129
3550000 12046.157496 11529.5172829716
3560000 12051.118312 12157.9216959808
3570000 12030.031569 13520.0543591333
3580000 12050.33311 13575.3961305846
3590000 12057.174288 13122.2574760948
3600000 12051.957636 12127.1286281201
3610000 12021.309299 11290.6894821344
3620000 12040.116684 11190.9554791355
3630000 12058.658137 12193.3375527041
3640000 12058.864219 12714.6349740393
3650000 12031.67072 13046.5400070765
3660000 12047.667882 12772.6278045466
3670000 12049.530439 11275.0217381051
3680000 12053.151595 11555.0230345874
3690000 12035.412646 12386.9458638621
3700000 12056.090001 12879.9504880241
3710000 12071.249002 14463.0624157991
3720000 12066.978895 13490.8251877884
3730000 12016.872281 10521.6446930891
3740000 12044.723036 11078.5340736052
3750000 12057.575637 10911.2413578871
3760000 12052.097924 10812.087803775
3770000 12034.980062 14002.5477973764
3780000 12055.179388 13120.1397635596
3790000 12075.115977 13981.9710547223
3800000 12049.613777 11820.5894438839
3810000 12036.009542 12133.8350210565
3820000 12057.350745 12266.134687137
3830000 12079.00432 12459.1417217523
3840000 12066.078901 13866.0629272854
3850000 12044.373926 12898.1497195546
3860000 12061.723715 12494.4828666716
3870000 12080.150695 12190.933231647
3880000 12059.748095 11481.4385210679
3890000 12046.326592 12237.2808736393
3900000 12050.446171 11053.161838731
3910000 12081.271249 12190.676767363
3920000 12067.422462 12861.3144489108
3930000 12033.03264 10866.7865042297
3940000 12051.420733 12147.203475622
3950000 12072.993539 11315.1580114939
3960000 12065.249086 11855.9900350797
3970000 12049.947439 13980.837224222
3980000 12060.182017 12990.4081517494
3990000 12079.080889 12712.0246682317
4000000 12065.111037 12051.459805739
4010000 12040.921332 11207.6965037148
4020000 12052.088118 11297.6638539957
4030000 12077.36179 11908.3060618558
4040000 12068.382478 12404.7354550879
4050000 12051.843173 13257.3730838734
4060000 12056.277647 12492.7190441501
4070000 12079.03545 12250.0679776028
4080000 12054.888887 10831.6925426105
4090000 12052.057794 12073.8278101982
4100000 12056.902368 12120.6501121512
4110000 12079.951929 12173.9363143725
4120000 12067.119439 13460.050803849
4130000 12035.883018 10583.5337060939
4140000 12049.145005 11303.6883264632
4150000 12073.942078 11486.7534592714
4160000 12065.682104 11919.4483029465
4170000 12054.637061 14365.8397072135
4180000 12064.176675 13852.8474136622
4190000 12082.883296 13088.4826926063
4200000 12048.484409 10493.0445624283
4210000 12048.642884 11454.8423240015
4220000 12059.26963 11567.5907454616
4230000 12083.328277 12130.1222690541
4240000 12067.634618 14485.0440844906
4250000 12046.940572 11870.4224461405
4260000 12068.293384 13102.6695102785
4270000 12079.518913 11689.7983733131
4280000 12056.660026 10996.5998517016
4290000 12050.300821 12418.333995262
4300000 12069.497074 12199.0793057788
4310000 12084.068094 12590.2247412433
4320000 12066.957435 13280.63574558
4330000 12045.738509 11575.7018545378
4340000 12057.164316 10863.8291790667
4350000 12076.234922 11287.8250604248
4360000 12067.325124 12107.1678620342
4370000 12066.594336 14849.777873772
4380000 12065.550284 13050.3794424445
4390000 12083.284204 12902.3351497126
4400000 12065.693974 11890.5038411095
4410000 12057.859648 11174.1706851167
4420000 12065.481871 12057.9953381926
4430000 12075.377132 11266.2537343899
4440000 12074.43862 13120.4367399043
4450000 12066.127182 13052.8365784285
4460000 12064.855393 11996.0280658789
4470000 12067.748046 11278.5791941227
4480000 12065.236475 11124.1851480098
4490000 12062.997692 11724.6936450995
4500000 12063.152178 11876.213055484
4510000 12081.083119 13783.0988325762
4520000 12074.640985 13229.5956211719
4530000 12067.621131 12610.1416937482
4540000 12058.899308 11598.8659211618
4550000 12069.130067 10857.878217126
4560000 12069.957026 11563.093166124
4570000 12074.881216 12957.7318594617
4580000 12068.618592 13283.8113250633
4590000 12068.65963 12015.3857134098
4600000 12072.961758 12425.594008775
4610000 12062.395649 10787.9520548143
4620000 12061.465762 11294.9680969026
4630000 12065.749631 11740.8959923255
4640000 12076.957109 12554.758394539
4650000 12076.725667 13992.5258916958
4660000 12061.588875 12075.8253553693
4670000 12057.746111 11197.9669653341
4680000 12069.403745 11252.9926212001
4690000 12066.268492 10962.754544013
4700000 12059.863758 11862.2097801126
4710000 12068.399476 13456.4599379036
4720000 12079.909069 13449.5869571029
4730000 12071.84324 12763.2378165101
4740000 12056.29717 11651.4164159783
4750000 12065.485971 11731.9839527364
4760000 12082.663134 12416.7034114639
4770000 12075.365714 12506.9100128236
4780000 12064.025154 13055.7036698974
4790000 12075.54689 13402.6922646409
4800000 12079.648309 11731.3164856301
4810000 12066.508366 11095.9404710247
4820000 12066.452457 12363.720933765
4830000 12071.46819 11602.1899179023
4840000 12083.163803 12520.4160786566
4850000 12075.982079 13334.9513380569
4860000 12066.061538 12019.1404977591
4870000 12061.421962 10960.030194345
4880000 12072.416619 10899.4053213724
4890000 12075.174257 11978.0204076456
4900000 12070.884163 12686.9862863962
4910000 12070.729934 13322.4576709494
4920000 12081.752297 13340.3236623779
4930000 12073.946491 11925.7099386978
4940000 12065.542734 11445.1374621362
4950000 12066.895416 11614.0174187253
4960000 12079.341557 11789.9814348179
4970000 12075.867148 12317.3604814216
4980000 12069.445554 12571.6624613522
4990000 12070.209472 12494.8693402379
5000000 12068.909971 10901.5203295477
5010000 12069.942992 11376.4962905633
5020000 12068.286761 11925.7348499557
5030000 12073.80999 12540.474420905
5040000 12084.670467 14442.1225385556
5050000 12073.23323 12500.0195820114
5060000 12072.356024 12605.7941791644
5070000 12064.172718 10963.7100483054
5080000 12068.899819 10364.627569287
5090000 12071.135042 11811.9711035866
5100000 12070.539352 11845.0571976562
5110000 12073.580226 13397.7947210872
5120000 12080.227404 13715.0505633075
5130000 12061.419541 10940.8801129365
5140000 12065.582233 11465.2438000209
5150000 12071.434568 11803.4593423997
5160000 12079.385977 11972.6425065202
5170000 12075.984674 14288.9446442824
5180000 12070.709499 12767.9147800272
5190000 12080.364928 13352.1331666078
5200000 12078.315098 11941.7458003173
5210000 12065.676185 10866.724537943
5220000 12067.149917 11623.2711789627
5230000 12076.228935 11562.5851339192
5240000 12082.546045 12659.0130150685
5250000 12070.803998 12778.140213813
5260000 12052.204329 10375.2628153248
5270000 12063.340135 10586.0769013679
5280000 12075.025012 11164.6207034709
5290000 12070.411709 12019.1441325501
5300000 12062.841157 13646.6281063397
5310000 12077.054446 14204.6414003572
5320000 12083.114493 13255.2993053807
5330000 12059.857894 10809.875834886
5340000 12063.182422 12108.5714547197
5350000 12072.940028 11550.5618493743
5360000 12084.220524 12233.149197897
5370000 12070.631482 13701.6473073115
5380000 12070.38759 13116.2463723132
5390000 12074.750123 12321.8415838969
5400000 12084.685393 12147.3030203378
5410000 12069.200701 11880.1495287944
5420000 12073.008861 12436.2563810345
5430000 12076.978957 12385.0319823136
5440000 12080.99345 11602.4693268773
5450000 12078.440353 13473.5072700209
5460000 12073.957234 12203.8544902564
5470000 12065.97071 10737.3614712901
5480000 12074.713683 11277.4693425029
5490000 12075.44697 11681.0181515053
5500000 12079.730075 12923.1440637182
5510000 12072.290629 13003.7067430492
5520000 12082.188245 13201.7864053882
5530000 12075.558161 12090.8385776827
5540000 12074.156593 11353.8533789597
5550000 12071.105624 11910.0647090646
5560000 12079.337532 11698.4342427858
5570000 12077.885387 12408.4950930923
5580000 12076.637903 12430.4400789374
5590000 12078.76232 13244.3883951392
5600000 12077.544296 11833.3602869051
5610000 12073.916621 11545.6209074966
5620000 12068.079956 10982.4154860457
5630000 12071.608732 11148.859391927
5640000 12077.722121 12102.6694115211
5650000 12079.779482 12962.5650926463
5660000 12060.789773 11117.2224919383
5670000 12067.66127 11536.6766623016
5680000 12075.466795 11765.6817119709
5690000 12071.905104 11054.0903995626
5700000 12067.560504 13108.8743751931
5710000 12069.133136 12281.4666079885
5720000 12078.077694 12460.6515059625
5730000 12064.874383 11141.8098413161
5740000 12060.033967 11075.6598419222
5750000 12064.929843 11493.5262142552
5760000 12079.094996 12226.3551065855
5770000 12072.777464 13322.9458806933
5780000 12062.791278 12471.9808513917
5790000 12053.981978 10663.083885012
5800000 12071.579965 11079.0127337134
5810000 12062.7114 10767.6529679274
5820000 12062.045671 11955.2658353916
5830000 12058.596772 12766.0485555505
5840000 12079.174638 13291.7081879384
5850000 12063.671265 12204.7331384748
5860000 12049.980696 10519.0824966146
5870000 12051.964845 11157.5855188852
5880000 12072.360274 11153.6903325914
5890000 12063.391974 12022.6844422754
5900000 12059.051951 13553.8453641497
5910000 12057.179921 12874.7393688667
5920000 12072.981179 12164.9542705671
5930000 12058.7027 11405.8444191169
5940000 12053.712096 11314.7002955026
5950000 12058.141098 12201.8590841709
5960000 12074.716898 12337.2258538782
5970000 12065.962861 13248.4769389867
5980000 12055.951923 12398.0685231067
5990000 12049.166529 10848.157690633
6000000 12066.618667 10970.3432204947
6010000 12065.690356 12025.1565327718
6020000 12055.331947 11963.3574036129
6030000 12058.421504 13625.6907115221
6040000 12075.225263 13521.9145867397
6050000 12061.647291 11483.4888362508
6060000 12048.71297 11129.0938281403
6070000 12052.496465 11221.3043491005
6080000 12072.245208 11638.5305148971
6090000 12060.444022 11881.1727104404
6100000 12053.343689 12798.5584679285
6110000 12056.569202 12708.2324095563
6120000 12068.1733 11479.626174787
6130000 12046.702957 10265.9155167705
6140000 12042.639716 10606.2590853614
6150000 12051.9371 11383.8621063342
6160000 12064.688958 11554.2853254285
6170000 12052.374682 12989.5981683061
6180000 12033.978487 10837.5237591958
6190000 12043.269604 10844.1874633195
6200000 12054.389093 10653.7147085393
6210000 12045.566317 11080.0960495106
6220000 12044.443796 13913.9243231086
6230000 12050.360946 13258.4759717606
6240000 12059.124962 12841.0913942785
6250000 12034.344703 10513.7381180792
6260000 12034.064546 10612.0359516827
6270000 12040.653001 10698.2908245417
6280000 12056.70822 11691.199156059
6290000 12043.73089 13715.1586771987
6300000 12037.335596 12572.14440069
6310000 12030.816003 10665.0313500349
6320000 12046.757867 10664.8921072639
6330000 12036.932755 11055.6302625128
6340000 12037.948939 12135.3369377714
6350000 12037.518812 13197.4175756447
6360000 12049.503201 12499.5702049838
6370000 12037.933467 12198.4207411645
6380000 12024.693617 10237.8875903531
6390000 12028.347212 10730.4513424467
6400000 12041.656228 10911.7920914698
6410000 12034.345526 11489.020055437
6420000 12033.078708 13538.9171450549
6430000 12028.522804 12056.6396055463
6440000 12043.13865 12285.1217718222
6450000 12026.304784 10863.1743033959
6460000 12024.666828 10811.6085621772
6470000 12030.225885 12310.411978957
6480000 12042.666163 11967.0762039458
6490000 12031.928928 13013.24657287
6500000 12012.092304 10276.5391818941
6510000 12020.372793 10614.2239555963
6520000 12038.688845 11427.2882389086
6530000 12027.543096 11355.9227136457
6540000 12019.913667 13442.2016957789
6550000 12024.63528 12761.1041262385
6560000 12042.855146 12762.8101712188
6570000 12022.227397 11213.1948067939
6580000 12014.743171 11225.2563531004
6590000 12022.032734 11610.5417766338
6600000 12040.153562 11612.9115237903
6610000 12026.828977 12833.6507966143
6620000 12012.979433 11729.7271668569
6630000 12012.042872 10565.6003362081
6640000 12029.983734 10558.4634679238
6650000 12023.175178 11448.4229656275
6660000 12008.15752 11260.142172091
6670000 12022.938563 14150.3911305367
6680000 12034.203585 12778.2709508991
6690000 12025.281412 12386.0099681097
6700000 12004.738381 11461.3738364887
6710000 12022.587442 11964.3234596677
6720000 12035.324667 12225.521770972
6730000 12020.387842 11254.4047008876
6740000 12010.212829 13003.4699930676
6750000 12027.910654 12992.9526251228
6760000 12034.323207 11868.4112577615
6770000 12014.376527 11081.9348612717
6780000 12002.74132 10863.9473048201
6790000 12020.344697 10866.8367290792
6800000 12029.601048 11281.4802523546
6810000 12018.412653 12742.9524003856
6820000 11998.976554 11393.2523067577
6830000 12010.727159 10574.5189871078
6840000 12022.781779 10966.0034529844
6850000 12016.274266 11662.9805868996
6860000 12006.182813 13375.8372948679
6870000 12020.098234 13867.5865950735
6880000 12025.562416 12520.745299386
6890000 12004.209655 10243.0339582017
6900000 11998.037434 10747.5484230317
6910000 12015.264414 11239.0046866604
6920000 12021.395374 11345.2133879287
6930000 12012.383717 13608.5387869023
6940000 12004.312946 13194.818638719
6950000 12015.638359 12080.5885672406
6960000 12024.035882 12498.9922427996
6970000 12007.593919 11231.692660858
6980000 12002.147277 11637.87352129
6990000 12019.28192 12687.7629141264
7000000 12023.807599 11984.2178951877
7010000 12007.632469 12014.3535880217
7020000 11996.845711 11138.3070844524
7030000 12013.749451 11119.3394625489
7040000 12020.783032 11513.9291326475
7050000 12007.245898 11939.8815779862
7060000 12005.374 13716.6497920305
7070000 12013.366986 11946.5248909133
7080000 12024.820738 12780.3612060033
7090000 11997.698398 10522.9650054272
7100000 12003.651687 11707.2131769096
7110000 11997.304241 9703.9848081091
7120000 11985.954401 7624.1914397109
7130000 11982.177511 9747.151603928
7140000 11975.498251 8455.4243175624
7150000 11979.193465 9444.8840965672
7160000 11983.771169 11607.4286460619
7170000 11989.288659 13407.6473907698
7180000 11995.574762 17118.1727513825
7190000 11993.229467 15170.5702658248
7200000 11989.350659 13079.3882043343
7210000 11982.185432 10831.8510011329
7220000 11979.55575 9663.2222592067
7230000 11978.899144 9860.9822591845
7240000 11974.33952 9772.0427271674
7250000 11968.210261 9889.196459433
7260000 11962.350154 9499.6397258607
7270000 11959.75925 9279.7456468938
7280000 11959.090481 9718.8930909476
7290000 11955.334673 10004.5345862496
7300000 11949.546122 10005.7282414664
7310000 11946.617519 9957.9029902944
7320000 11936.074066 8839.7262910158
7330000 11934.968276 9107.3934668518
7340000 11930.104961 9198.8259976426
7350000 11928.772665 9370.7713372282
7360000 11924.35678 10108.4229469571
7370000 11915.366712 9158.8804638676
7380000 11911.424228 9252.7908032028
7390000 11909.311198 9162.537281456
7400000 11902.510155 8901.6914823208
7410000 11899.911702 9604.5702001308
7420000 11891.139941 9048.2650952305
7430000 11884.491736 8580.6987786308
7440000 11883.816355 9208.2875433665
7450000 11880.724966 9148.2625467521
7460000 11878.750013 9954.6961902417
7470000 11871.963288 9927.9281529553
7480000 11869.391959 9683.2605383296
7490000 11864.055124 9406.0081712132
7500000 11863.001259 9511.2478094085
7510000 11855.716854 9442.5585949553
7520000 11847.403502 8799.162879586
7530000 11848.056986 9459.5409088337
7540000 11843.057883 9004.6628928137
7550000 11841.066991 9611.2652368441
7560000 11836.926886 10149.5820256691
7570000 11836.418945 9989.2715471534
7580000 11828.541213 9608.4623594653
7590000 11826.781315 9633.1434015345
7600000 11822.196731 9571.1090121368
7610000 11817.410987 9063.0279126068
7620000 11815.262674 9742.7000873475
7630000 11803.516766 8595.2613159434
7640000 11801.305157 8834.911499453
7650000 11797.012661 8880.6496007992
7660000 11796.842449 9095.531342117
7670000 11792.229646 9973.0901167484
7680000 11786.068366 9454.5549123126
7690000 11780.479397 9290.3583236834
7700000 11775.465095 8741.8509251502
7710000 11772.801334 8946.4544203292
7720000 11768.468492 9146.1748072364
7730000 11762.350351 9076.9059231026
7740000 11757.068416 9038.7493164241
7750000 11756.625837 9295.0019836705
7760000 11751.283853 9167.6275764439
7770000 11751.919751 10032.6286337902
7780000 11743.283491 9571.7045709393
7790000 11738.515971 9040.3938502985
7800000 11736.598852 9446.46989376
7810000 11731.589382 8780.8338444564
7820000 11730.37705 9664.455007221
7830000 11722.464272 9257.1935295838
7840000 10451.630456 467.6479292551
7850000 9824.204422 300.0233801175
7860000 9692.198155 277.168953005
